"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"23/02/2017 04:00 - 23/02/2017 05:00","BZN|SE4","2784.00","2881.00"
"23/02/2017 05:00 - 23/02/2017 06:00","BZN|SE4","2978.00","3044.00"
"23/02/2017 06:00 - 23/02/2017 07:00","BZN|SE4","3361.00","3438.00"
"23/02/2017 07:00 - 23/02/2017 08:00","BZN|SE4","3707.00","3789.00"
"23/02/2017 08:00 - 23/02/2017 09:00","BZN|SE4","3819.00","3897.00"
"23/02/2017 09:00 - 23/02/2017 10:00","BZN|SE4","3871.00","3901.00"
"23/02/2017 10:00 - 23/02/2017 11:00","BZN|SE4","3905.00","3907.00"
"23/02/2017 11:00 - 23/02/2017 12:00","BZN|SE4","3827.00","3870.00"
"23/02/2017 12:00 - 23/02/2017 13:00","BZN|SE4","3676.00","3795.00"
"23/02/2017 13:00 - 23/02/2017 14:00","BZN|SE4","3595.00","3779.00"
"23/02/2017 14:00 - 23/02/2017 15:00","BZN|SE4","3585.00","3766.00"
"23/02/2017 15:00 - 23/02/2017 16:00","BZN|SE4","3615.00","3773.00"
"23/02/2017 16:00 - 23/02/2017 17:00","BZN|SE4","3593.00","3747.00"
"23/02/2017 17:00 - 23/02/2017 18:00","BZN|SE4","3724.00","3895.00"
"23/02/2017 18:00 - 23/02/2017 19:00","BZN|SE4","3734.00","3961.00"
"23/02/2017 19:00 - 23/02/2017 20:00","BZN|SE4","3565.00","3902.00"
"23/02/2017 20:00 - 23/02/2017 21:00","BZN|SE4","3320.00","3765.00"
"23/02/2017 21:00 - 23/02/2017 22:00","BZN|SE4","3226.00","3593.00"
"23/02/2017 22:00 - 23/02/2017 23:00","BZN|SE4","3134.00","3395.00"
"23/02/2017 23:00 - 24/02/2017 00:00","BZN|SE4","3005.00","3179.00"
"24/02/2017 00:00 - 24/02/2017 01:00","BZN|SE4","2950.00","2994.00"
"24/02/2017 01:00 - 24/02/2017 02:00","BZN|SE4","2891.00","2948.00"
"24/02/2017 02:00 - 24/02/2017 03:00","BZN|SE4","2938.00","2939.00"
"24/02/2017 03:00 - 24/02/2017 04:00","BZN|SE4","3018.00","2952.00"
"24/02/2017 04:00 - 24/02/2017 05:00","BZN|SE4","3125.00","3010.00"
"24/02/2017 05:00 - 24/02/2017 06:00","BZN|SE4","3282.00","3172.00"
"24/02/2017 06:00 - 24/02/2017 07:00","BZN|SE4","3586.00","3544.00"
"24/02/2017 07:00 - 24/02/2017 08:00","BZN|SE4","3879.00","3863.00"
"24/02/2017 08:00 - 24/02/2017 09:00","BZN|SE4","4057.00","3972.00"
"24/02/2017 09:00 - 24/02/2017 10:00","BZN|SE4","4019.00","3963.00"
"24/02/2017 10:00 - 24/02/2017 11:00","BZN|SE4","4005.00","3943.00"
"24/02/2017 11:00 - 24/02/2017 12:00","BZN|SE4","3964.00","3877.00"
"24/02/2017 12:00 - 24/02/2017 13:00","BZN|SE4","3845.00","3778.00"
"24/02/2017 13:00 - 24/02/2017 14:00","BZN|SE4","3711.00","3697.00"
"24/02/2017 14:00 - 24/02/2017 15:00","BZN|SE4","3508.00","3606.00"
"24/02/2017 15:00 - 24/02/2017 16:00","BZN|SE4","3380.00","3557.00"
"24/02/2017 16:00 - 24/02/2017 17:00","BZN|SE4","3361.00","3549.00"
"24/02/2017 17:00 - 24/02/2017 18:00","BZN|SE4","3581.00","3695.00"
"24/02/2017 18:00 - 24/02/2017 19:00","BZN|SE4","3765.00","3780.00"
"24/02/2017 19:00 - 24/02/2017 20:00","BZN|SE4","3682.00","3703.00"
"24/02/2017 20:00 - 24/02/2017 21:00","BZN|SE4","3499.00","3552.00"
"24/02/2017 21:00 - 24/02/2017 22:00","BZN|SE4","3301.00","3410.00"
"24/02/2017 22:00 - 24/02/2017 23:00","BZN|SE4","3171.00","3288.00"
"24/02/2017 23:00 - 25/02/2017 00:00","BZN|SE4","3037.00","3154.00"
"25/02/2017 00:00 - 25/02/2017 01:00","BZN|SE4","2914.00","3026.00"
"25/02/2017 01:00 - 25/02/2017 02:00","BZN|SE4","2868.00","2968.00"
"25/02/2017 02:00 - 25/02/2017 03:00","BZN|SE4","2885.00","2944.00"
"25/02/2017 03:00 - 25/02/2017 04:00","BZN|SE4","2887.00","2956.00"
"25/02/2017 04:00 - 25/02/2017 05:00","BZN|SE4","2907.00","2986.00"
"25/02/2017 05:00 - 25/02/2017 06:00","BZN|SE4","2980.00","3043.00"
"25/02/2017 06:00 - 25/02/2017 07:00","BZN|SE4","3138.00","3144.00"
"25/02/2017 07:00 - 25/02/2017 08:00","BZN|SE4","3215.00","3245.00"
"25/02/2017 08:00 - 25/02/2017 09:00","BZN|SE4","3388.00","3375.00"
"25/02/2017 09:00 - 25/02/2017 10:00","BZN|SE4","3495.00","3479.00"
"25/02/2017 10:00 - 25/02/2017 11:00","BZN|SE4","3393.00","3506.00"
"25/02/2017 11:00 - 25/02/2017 12:00","BZN|SE4","3253.00","3452.00"
"25/02/2017 12:00 - 25/02/2017 13:00","BZN|SE4","3160.00","3388.00"
"25/02/2017 13:00 - 25/02/2017 14:00","BZN|SE4","3122.00","3321.00"
"25/02/2017 14:00 - 25/02/2017 15:00","BZN|SE4","3094.00","3264.00"
"25/02/2017 15:00 - 25/02/2017 16:00","BZN|SE4","3067.00","3262.00"
"25/02/2017 16:00 - 25/02/2017 17:00","BZN|SE4","3072.00","3314.00"
"25/02/2017 17:00 - 25/02/2017 18:00","BZN|SE4","3196.00","3478.00"
"25/02/2017 18:00 - 25/02/2017 19:00","BZN|SE4","3277.00","3571.00"
"25/02/2017 19:00 - 25/02/2017 20:00","BZN|SE4","3221.00","3501.00"
"25/02/2017 20:00 - 25/02/2017 21:00","BZN|SE4","3103.00","3369.00"
"25/02/2017 21:00 - 25/02/2017 22:00","BZN|SE4","3015.00","3241.00"
"25/02/2017 22:00 - 25/02/2017 23:00","BZN|SE4","2904.00","3122.00"
"25/02/2017 23:00 - 26/02/2017 00:00","BZN|SE4","2797.00","2998.00"
"26/02/2017 00:00 - 26/02/2017 01:00","BZN|SE4","2775.00","2883.00"
"26/02/2017 01:00 - 26/02/2017 02:00","BZN|SE4","2676.00","2814.00"
"26/02/2017 02:00 - 26/02/2017 03:00","BZN|SE4","2635.00","2774.00"
"26/02/2017 03:00 - 26/02/2017 04:00","BZN|SE4","2639.00","2750.00"
"26/02/2017 04:00 - 26/02/2017 05:00","BZN|SE4","2652.00","2745.00"
"26/02/2017 05:00 - 26/02/2017 06:00","BZN|SE4","2726.00","2751.00"
"26/02/2017 06:00 - 26/02/2017 07:00","BZN|SE4","2746.00","2806.00"
"26/02/2017 07:00 - 26/02/2017 08:00","BZN|SE4","2758.00","2851.00"
"26/02/2017 08:00 - 26/02/2017 09:00","BZN|SE4","2854.00","2953.00"
"26/02/2017 09:00 - 26/02/2017 10:00","BZN|SE4","2995.00","3063.00"
"26/02/2017 10:00 - 26/02/2017 11:00","BZN|SE4","3068.00","3126.00"
"26/02/2017 11:00 - 26/02/2017 12:00","BZN|SE4","3061.00","3161.00"
"26/02/2017 12:00 - 26/02/2017 13:00","BZN|SE4","3007.00","3131.00"
"26/02/2017 13:00 - 26/02/2017 14:00","BZN|SE4","2963.00","3093.00"
"26/02/2017 14:00 - 26/02/2017 15:00","BZN|SE4","2896.00","3060.00"
"26/02/2017 15:00 - 26/02/2017 16:00","BZN|SE4","2953.00","3049.00"
"26/02/2017 16:00 - 26/02/2017 17:00","BZN|SE4","3045.00","3097.00"
"26/02/2017 17:00 - 26/02/2017 18:00","BZN|SE4","3172.00","3261.00"
"26/02/2017 18:00 - 26/02/2017 19:00","BZN|SE4","3280.00","3407.00"
"26/02/2017 19:00 - 26/02/2017 20:00","BZN|SE4","3201.00","3384.00"
"26/02/2017 20:00 - 26/02/2017 21:00","BZN|SE4","3133.00","3280.00"
"26/02/2017 21:00 - 26/02/2017 22:00","BZN|SE4","2978.00","3136.00"
"26/02/2017 22:00 - 26/02/2017 23:00","BZN|SE4","2813.00","2998.00"
"26/02/2017 23:00 - 27/02/2017 00:00","BZN|SE4","2717.00","2854.00"
"27/02/2017 00:00 - 27/02/2017 01:00","BZN|SE4","2612.00","2705.00"
"27/02/2017 01:00 - 27/02/2017 02:00","BZN|SE4","2512.00","2662.00"
"27/02/2017 02:00 - 27/02/2017 03:00","BZN|SE4","2423.00","2637.00"
"27/02/2017 03:00 - 27/02/2017 04:00","BZN|SE4","2413.00","2648.00"
"27/02/2017 04:00 - 27/02/2017 05:00","BZN|SE4","2430.00","2691.00"
"27/02/2017 05:00 - 27/02/2017 06:00","BZN|SE4","2572.00","2839.00"
"27/02/2017 06:00 - 27/02/2017 07:00","BZN|SE4","3041.00","3188.00"
"27/02/2017 07:00 - 27/02/2017 08:00","BZN|SE4","3373.00","3474.00"
"27/02/2017 08:00 - 27/02/2017 09:00","BZN|SE4","3508.00","3573.00"
"27/02/2017 09:00 - 27/02/2017 10:00","BZN|SE4","3541.00","3560.00"
"27/02/2017 10:00 - 27/02/2017 11:00","BZN|SE4","3577.00","3572.00"
"27/02/2017 11:00 - 27/02/2017 12:00","BZN|SE4","3592.00","3560.00"
"27/02/2017 12:00 - 27/02/2017 13:00","BZN|SE4","3566.00","3513.00"
"27/02/2017 13:00 - 27/02/2017 14:00","BZN|SE4","3598.00","3497.00"
"27/02/2017 14:00 - 27/02/2017 15:00","BZN|SE4","3619.00","3465.00"
"27/02/2017 15:00 - 27/02/2017 16:00","BZN|SE4","3614.00","3449.00"
"27/02/2017 16:00 - 27/02/2017 17:00","BZN|SE4","3563.00","3405.00"
"27/02/2017 17:00 - 27/02/2017 18:00","BZN|SE4","3688.00","3495.00"
"27/02/2017 18:00 - 27/02/2017 19:00","BZN|SE4","3714.00","3565.00"
"27/02/2017 19:00 - 27/02/2017 20:00","BZN|SE4","3548.00","3507.00"
"27/02/2017 20:00 - 27/02/2017 21:00","BZN|SE4","3323.00","3381.00"
"27/02/2017 21:00 - 27/02/2017 22:00","BZN|SE4","3095.00","3223.00"
"27/02/2017 22:00 - 27/02/2017 23:00","BZN|SE4","2907.00","3032.00"
"27/02/2017 23:00 - 28/02/2017 00:00","BZN|SE4","2699.00","2837.00"
"28/02/2017 00:00 - 28/02/2017 01:00","BZN|SE4","2611.00","2634.00"
"28/02/2017 01:00 - 28/02/2017 02:00","BZN|SE4","2654.00","2580.00"
"28/02/2017 02:00 - 28/02/2017 03:00","BZN|SE4","2662.00","2563.00"
"28/02/2017 03:00 - 28/02/2017 04:00","BZN|SE4","2687.00","2570.00"
"28/02/2017 04:00 - 28/02/2017 05:00","BZN|SE4","2706.00","2619.00"
"28/02/2017 05:00 - 28/02/2017 06:00","BZN|SE4","2879.00","2775.00"
"28/02/2017 06:00 - 28/02/2017 07:00","BZN|SE4","3280.00","3131.00"
"28/02/2017 07:00 - 28/02/2017 08:00","BZN|SE4","3744.00","3441.00"
"28/02/2017 08:00 - 28/02/2017 09:00","BZN|SE4","3778.00","3526.00"
"28/02/2017 09:00 - 28/02/2017 10:00","BZN|SE4","3747.00","3513.00"
"28/02/2017 10:00 - 28/02/2017 11:00","BZN|SE4","3795.00","3526.00"
"28/02/2017 11:00 - 28/02/2017 12:00","BZN|SE4","3688.00","3502.00"
"28/02/2017 12:00 - 28/02/2017 13:00","BZN|SE4","3598.00","3454.00"
"28/02/2017 13:00 - 28/02/2017 14:00","BZN|SE4","3624.00","3433.00"
"28/02/2017 14:00 - 28/02/2017 15:00","BZN|SE4","3610.00","3398.00"
"28/02/2017 15:00 - 28/02/2017 16:00","BZN|SE4","3638.00","3398.00"
"28/02/2017 16:00 - 28/02/2017 17:00","BZN|SE4","3595.00","3366.00"
"28/02/2017 17:00 - 28/02/2017 18:00","BZN|SE4","3707.00","3473.00"
"28/02/2017 18:00 - 28/02/2017 19:00","BZN|SE4","3753.00","3575.00"
"28/02/2017 19:00 - 28/02/2017 20:00","BZN|SE4","3626.00","3546.00"
"28/02/2017 20:00 - 28/02/2017 21:00","BZN|SE4","3377.00","3437.00"
"28/02/2017 21:00 - 28/02/2017 22:00","BZN|SE4","3215.00","3285.00"
"28/02/2017 22:00 - 28/02/2017 23:00","BZN|SE4","3063.00","3099.00"
"28/02/2017 23:00 - 01/03/2017 00:00","BZN|SE4","2751.00","2901.00"
"01/03/2017 00:00 - 01/03/2017 01:00","BZN|SE4","2753.00","2718.00"
"01/03/2017 01:00 - 01/03/2017 02:00","BZN|SE4","2671.00","2679.00"
"01/03/2017 02:00 - 01/03/2017 03:00","BZN|SE4","2562.00","2666.00"
"01/03/2017 03:00 - 01/03/2017 04:00","BZN|SE4","2455.00","2682.00"
"01/03/2017 04:00 - 01/03/2017 05:00","BZN|SE4","2457.00","2745.00"
"01/03/2017 05:00 - 01/03/2017 06:00","BZN|SE4","2702.00","2919.00"
"01/03/2017 06:00 - 01/03/2017 07:00","BZN|SE4","3142.00","3285.00"
"01/03/2017 07:00 - 01/03/2017 08:00","BZN|SE4","3454.00","3605.00"
"01/03/2017 08:00 - 01/03/2017 09:00","BZN|SE4","3567.00","3691.00"
"01/03/2017 09:00 - 01/03/2017 10:00","BZN|SE4","3552.00","3674.00"
"01/03/2017 10:00 - 01/03/2017 11:00","BZN|SE4","3624.00","3669.00"
"01/03/2017 11:00 - 01/03/2017 12:00","BZN|SE4","3603.00","3631.00"
"01/03/2017 12:00 - 01/03/2017 13:00","BZN|SE4","3550.00","3570.00"
"01/03/2017 13:00 - 01/03/2017 14:00","BZN|SE4","3464.00","3546.00"
"01/03/2017 14:00 - 01/03/2017 15:00","BZN|SE4","3482.00","3508.00"
"01/03/2017 15:00 - 01/03/2017 16:00","BZN|SE4","3492.00","3479.00"
"01/03/2017 16:00 - 01/03/2017 17:00","BZN|SE4","3526.00","3439.00"
"01/03/2017 17:00 - 01/03/2017 18:00","BZN|SE4","3656.00","3540.00"
"01/03/2017 18:00 - 01/03/2017 19:00","BZN|SE4","3769.00","3642.00"
"01/03/2017 19:00 - 01/03/2017 20:00","BZN|SE4","3712.00","3594.00"
"01/03/2017 20:00 - 01/03/2017 21:00","BZN|SE4","3646.00","3470.00"
"01/03/2017 21:00 - 01/03/2017 22:00","BZN|SE4","3515.00","3311.00"
"01/03/2017 22:00 - 01/03/2017 23:00","BZN|SE4","3191.00","3125.00"
"01/03/2017 23:00 - 02/03/2017 00:00","BZN|SE4","3006.00","2928.00"
"02/03/2017 00:00 - 02/03/2017 01:00","BZN|SE4","2960.00","2795.00"
"02/03/2017 01:00 - 02/03/2017 02:00","BZN|SE4","2881.00","2755.00"
"02/03/2017 02:00 - 02/03/2017 03:00","BZN|SE4","2822.00","2742.00"
"02/03/2017 03:00 - 02/03/2017 04:00","BZN|SE4","2787.00","2758.00"
"02/03/2017 04:00 - 02/03/2017 05:00","BZN|SE4","2801.00","2812.00"
"02/03/2017 05:00 - 02/03/2017 06:00","BZN|SE4","2975.00","2988.00"
"02/03/2017 06:00 - 02/03/2017 07:00","BZN|SE4","3417.00","3359.00"
"02/03/2017 07:00 - 02/03/2017 08:00","BZN|SE4","3795.00","3672.00"
"02/03/2017 08:00 - 02/03/2017 09:00","BZN|SE4","3894.00","3765.00"
"02/03/2017 09:00 - 02/03/2017 10:00","BZN|SE4","3844.00","3750.00"
"02/03/2017 10:00 - 02/03/2017 11:00","BZN|SE4","3860.00","3758.00"
"02/03/2017 11:00 - 02/03/2017 12:00","BZN|SE4","3819.00","3738.00"
"02/03/2017 12:00 - 02/03/2017 13:00","BZN|SE4","3706.00","3675.00"
"02/03/2017 13:00 - 02/03/2017 14:00","BZN|SE4","3669.00","3655.00"
"02/03/2017 14:00 - 02/03/2017 15:00","BZN|SE4","3645.00","3610.00"
"02/03/2017 15:00 - 02/03/2017 16:00","BZN|SE4","3604.00","3588.00"
"02/03/2017 16:00 - 02/03/2017 17:00","BZN|SE4","3529.00","3538.00"
"02/03/2017 17:00 - 02/03/2017 18:00","BZN|SE4","3633.00","3628.00"
"02/03/2017 18:00 - 02/03/2017 19:00","BZN|SE4","3813.00","3735.00"
"02/03/2017 19:00 - 02/03/2017 20:00","BZN|SE4","3721.00","3694.00"
"02/03/2017 20:00 - 02/03/2017 21:00","BZN|SE4","3582.00","3568.00"
"02/03/2017 21:00 - 02/03/2017 22:00","BZN|SE4","3344.00","3396.00"
"02/03/2017 22:00 - 02/03/2017 23:00","BZN|SE4","3091.00","3199.00"
"02/03/2017 23:00 - 03/03/2017 00:00","BZN|SE4","2896.00","2995.00"
"03/03/2017 00:00 - 03/03/2017 01:00","BZN|SE4","2848.00","2831.00"
"03/03/2017 01:00 - 03/03/2017 02:00","BZN|SE4","2725.00","2775.00"
"03/03/2017 02:00 - 03/03/2017 03:00","BZN|SE4","2673.00","2746.00"
"03/03/2017 03:00 - 03/03/2017 04:00","BZN|SE4","2693.00","2745.00"
"03/03/2017 04:00 - 03/03/2017 05:00","BZN|SE4","2817.00","2787.00"
"03/03/2017 05:00 - 03/03/2017 06:00","BZN|SE4","2969.00","2948.00"
"03/03/2017 06:00 - 03/03/2017 07:00","BZN|SE4","3336.00","3311.00"
"03/03/2017 07:00 - 03/03/2017 08:00","BZN|SE4","3676.00","3625.00"
"03/03/2017 08:00 - 03/03/2017 09:00","BZN|SE4","3848.00","3725.00"
"03/03/2017 09:00 - 03/03/2017 10:00","BZN|SE4","3835.00","3720.00"
"03/03/2017 10:00 - 03/03/2017 11:00","BZN|SE4","3797.00","3724.00"
"03/03/2017 11:00 - 03/03/2017 12:00","BZN|SE4","3792.00","3691.00"
"03/03/2017 12:00 - 03/03/2017 13:00","BZN|SE4","3731.00","3602.00"
"03/03/2017 13:00 - 03/03/2017 14:00","BZN|SE4","3662.00","3524.00"
"03/03/2017 14:00 - 03/03/2017 15:00","BZN|SE4","3694.00","3431.00"
"03/03/2017 15:00 - 03/03/2017 16:00","BZN|SE4","3612.00","3358.00"
"03/03/2017 16:00 - 03/03/2017 17:00","BZN|SE4","3572.00","3313.00"
"03/03/2017 17:00 - 03/03/2017 18:00","BZN|SE4","3680.00","3419.00"
"03/03/2017 18:00 - 03/03/2017 19:00","BZN|SE4","3651.00","3519.00"
"03/03/2017 19:00 - 03/03/2017 20:00","BZN|SE4","3468.00","3426.00"
"03/03/2017 20:00 - 03/03/2017 21:00","BZN|SE4","3308.00","3254.00"
"03/03/2017 21:00 - 03/03/2017 22:00","BZN|SE4","3222.00","3089.00"
"03/03/2017 22:00 - 03/03/2017 23:00","BZN|SE4","3140.00","2936.00"
"03/03/2017 23:00 - 04/03/2017 00:00","BZN|SE4","2957.00","2785.00"
"04/03/2017 00:00 - 04/03/2017 01:00","BZN|SE4","2765.00","2675.00"
"04/03/2017 01:00 - 04/03/2017 02:00","BZN|SE4","2662.00","2606.00"
"04/03/2017 02:00 - 04/03/2017 03:00","BZN|SE4","2638.00","2576.00"
"04/03/2017 03:00 - 04/03/2017 04:00","BZN|SE4","2665.00","2569.00"
"04/03/2017 04:00 - 04/03/2017 05:00","BZN|SE4","2693.00","2583.00"
"04/03/2017 05:00 - 04/03/2017 06:00","BZN|SE4","2714.00","2632.00"
"04/03/2017 06:00 - 04/03/2017 07:00","BZN|SE4","2814.00","2718.00"
"04/03/2017 07:00 - 04/03/2017 08:00","BZN|SE4","2940.00","2818.00"
"04/03/2017 08:00 - 04/03/2017 09:00","BZN|SE4","3088.00","2966.00"
"04/03/2017 09:00 - 04/03/2017 10:00","BZN|SE4","3234.00","3087.00"
"04/03/2017 10:00 - 04/03/2017 11:00","BZN|SE4","3353.00","3123.00"
"04/03/2017 11:00 - 04/03/2017 12:00","BZN|SE4","3370.00","3094.00"
"04/03/2017 12:00 - 04/03/2017 13:00","BZN|SE4","3329.00","3036.00"
"04/03/2017 13:00 - 04/03/2017 14:00","BZN|SE4","3252.00","2971.00"
"04/03/2017 14:00 - 04/03/2017 15:00","BZN|SE4","3086.00","2921.00"
"04/03/2017 15:00 - 04/03/2017 16:00","BZN|SE4","3008.00","2905.00"
"04/03/2017 16:00 - 04/03/2017 17:00","BZN|SE4","3058.00","2944.00"
"04/03/2017 17:00 - 04/03/2017 18:00","BZN|SE4","3229.00","3093.00"
"04/03/2017 18:00 - 04/03/2017 19:00","BZN|SE4","3314.00","3228.00"
"04/03/2017 19:00 - 04/03/2017 20:00","BZN|SE4","3232.00","3180.00"
"04/03/2017 20:00 - 04/03/2017 21:00","BZN|SE4","3103.00","3045.00"
"04/03/2017 21:00 - 04/03/2017 22:00","BZN|SE4","2968.00","2924.00"
"04/03/2017 22:00 - 04/03/2017 23:00","BZN|SE4","2826.00","2821.00"
"04/03/2017 23:00 - 05/03/2017 00:00","BZN|SE4","2712.00","2706.00"
"05/03/2017 00:00 - 05/03/2017 01:00","BZN|SE4","2610.00","2597.00"
"05/03/2017 01:00 - 05/03/2017 02:00","BZN|SE4","2588.00","2535.00"
"05/03/2017 02:00 - 05/03/2017 03:00","BZN|SE4","2590.00","2508.00"
"05/03/2017 03:00 - 05/03/2017 04:00","BZN|SE4","2589.00","2507.00"
"05/03/2017 04:00 - 05/03/2017 05:00","BZN|SE4","2611.00","2524.00"
"05/03/2017 05:00 - 05/03/2017 06:00","BZN|SE4","2650.00","2567.00"
"05/03/2017 06:00 - 05/03/2017 07:00","BZN|SE4","2771.00","2640.00"
"05/03/2017 07:00 - 05/03/2017 08:00","BZN|SE4","2822.00","2709.00"
"05/03/2017 08:00 - 05/03/2017 09:00","BZN|SE4","2955.00","2832.00"
"05/03/2017 09:00 - 05/03/2017 10:00","BZN|SE4","3100.00","2960.00"
"05/03/2017 10:00 - 05/03/2017 11:00","BZN|SE4","3144.00","3035.00"
"05/03/2017 11:00 - 05/03/2017 12:00","BZN|SE4","3186.00","3082.00"
"05/03/2017 12:00 - 05/03/2017 13:00","BZN|SE4","3225.00","3080.00"
"05/03/2017 13:00 - 05/03/2017 14:00","BZN|SE4","3276.00","3049.00"
"05/03/2017 14:00 - 05/03/2017 15:00","BZN|SE4","3310.00","3015.00"
"05/03/2017 15:00 - 05/03/2017 16:00","BZN|SE4","3340.00","3002.00"
"05/03/2017 16:00 - 05/03/2017 17:00","BZN|SE4","3378.00","3054.00"
"05/03/2017 17:00 - 05/03/2017 18:00","BZN|SE4","3503.00","3210.00"
"05/03/2017 18:00 - 05/03/2017 19:00","BZN|SE4","3618.00","3389.00"
"05/03/2017 19:00 - 05/03/2017 20:00","BZN|SE4","3576.00","3386.00"
"05/03/2017 20:00 - 05/03/2017 21:00","BZN|SE4","3421.00","3287.00"
"05/03/2017 21:00 - 05/03/2017 22:00","BZN|SE4","3254.00","3152.00"
"05/03/2017 22:00 - 05/03/2017 23:00","BZN|SE4","3098.00","3012.00"
"05/03/2017 23:00 - 06/03/2017 00:00","BZN|SE4","2963.00","2875.00"
"06/03/2017 00:00 - 06/03/2017 01:00","BZN|SE4","2950.00","2785.00"
"06/03/2017 01:00 - 06/03/2017 02:00","BZN|SE4","2892.00","2760.00"
"06/03/2017 02:00 - 06/03/2017 03:00","BZN|SE4","2882.00","2749.00"
"06/03/2017 03:00 - 06/03/2017 04:00","BZN|SE4","2911.00","2770.00"
"06/03/2017 04:00 - 06/03/2017 05:00","BZN|SE4","2978.00","2832.00"
"06/03/2017 05:00 - 06/03/2017 06:00","BZN|SE4","3151.00","3018.00"
"06/03/2017 06:00 - 06/03/2017 07:00","BZN|SE4","3596.00","3409.00"
"06/03/2017 07:00 - 06/03/2017 08:00","BZN|SE4","3951.00","3747.00"
"06/03/2017 08:00 - 06/03/2017 09:00","BZN|SE4","4078.00","3861.00"
"06/03/2017 09:00 - 06/03/2017 10:00","BZN|SE4","4058.00","3853.00"
"06/03/2017 10:00 - 06/03/2017 11:00","BZN|SE4","4078.00","3877.00"
"06/03/2017 11:00 - 06/03/2017 12:00","BZN|SE4","4105.00","3870.00"
"06/03/2017 12:00 - 06/03/2017 13:00","BZN|SE4","4060.00","3816.00"
"06/03/2017 13:00 - 06/03/2017 14:00","BZN|SE4","4062.00","3798.00"
"06/03/2017 14:00 - 06/03/2017 15:00","BZN|SE4","4035.00","3762.00"
"06/03/2017 15:00 - 06/03/2017 16:00","BZN|SE4","4062.00","3750.00"
"06/03/2017 16:00 - 06/03/2017 17:00","BZN|SE4","4037.00","3703.00"
"06/03/2017 17:00 - 06/03/2017 18:00","BZN|SE4","4165.00","3803.00"
"06/03/2017 18:00 - 06/03/2017 19:00","BZN|SE4","4265.00","3921.00"
"06/03/2017 19:00 - 06/03/2017 20:00","BZN|SE4","4126.00","3888.00"
"06/03/2017 20:00 - 06/03/2017 21:00","BZN|SE4","3999.00","3759.00"
"06/03/2017 21:00 - 06/03/2017 22:00","BZN|SE4","3816.00","3591.00"
"06/03/2017 22:00 - 06/03/2017 23:00","BZN|SE4","3657.00","3390.00"
"06/03/2017 23:00 - 07/03/2017 00:00","BZN|SE4","3398.00","3182.00"
"07/03/2017 00:00 - 07/03/2017 01:00","BZN|SE4","3312.00","3260.00"
"07/03/2017 01:00 - 07/03/2017 02:00","BZN|SE4","3262.00","3214.00"
"07/03/2017 02:00 - 07/03/2017 03:00","BZN|SE4","3270.00","3199.00"
"07/03/2017 03:00 - 07/03/2017 04:00","BZN|SE4","3203.00","3210.00"
"07/03/2017 04:00 - 07/03/2017 05:00","BZN|SE4","3262.00","3262.00"
"07/03/2017 05:00 - 07/03/2017 06:00","BZN|SE4","3472.00","3436.00"
"07/03/2017 06:00 - 07/03/2017 07:00","BZN|SE4","3911.00","3804.00"
"07/03/2017 07:00 - 07/03/2017 08:00","BZN|SE4","4224.00","4131.00"
"07/03/2017 08:00 - 07/03/2017 09:00","BZN|SE4","4360.00","4236.00"
"07/03/2017 09:00 - 07/03/2017 10:00","BZN|SE4","4362.00","4236.00"
"07/03/2017 10:00 - 07/03/2017 11:00","BZN|SE4","4329.00","4254.00"
"07/03/2017 11:00 - 07/03/2017 12:00","BZN|SE4","4249.00","4242.00"
"07/03/2017 12:00 - 07/03/2017 13:00","BZN|SE4","4279.00","4182.00"
"07/03/2017 13:00 - 07/03/2017 14:00","BZN|SE4","4210.00","4171.00"
"07/03/2017 14:00 - 07/03/2017 15:00","BZN|SE4","4171.00","4141.00"
"07/03/2017 15:00 - 07/03/2017 16:00","BZN|SE4","4133.00","4138.00"
"07/03/2017 16:00 - 07/03/2017 17:00","BZN|SE4","4100.00","4077.00"
"07/03/2017 17:00 - 07/03/2017 18:00","BZN|SE4","4115.00","4150.00"
"07/03/2017 18:00 - 07/03/2017 19:00","BZN|SE4","4245.00","4261.00"
"07/03/2017 19:00 - 07/03/2017 20:00","BZN|SE4","4196.00","4227.00"
"07/03/2017 20:00 - 07/03/2017 21:00","BZN|SE4","4091.00","4094.00"
"07/03/2017 21:00 - 07/03/2017 22:00","BZN|SE4","3911.00","3923.00"
"07/03/2017 22:00 - 07/03/2017 23:00","BZN|SE4","3682.00","3719.00"
"07/03/2017 23:00 - 08/03/2017 00:00","BZN|SE4","3459.00","3505.00"
"08/03/2017 00:00 - 08/03/2017 01:00","BZN|SE4","3294.00","3385.00"
"08/03/2017 01:00 - 08/03/2017 02:00","BZN|SE4","3218.00","3341.00"
"08/03/2017 02:00 - 08/03/2017 03:00","BZN|SE4","3183.00","3324.00"
"08/03/2017 03:00 - 08/03/2017 04:00","BZN|SE4","3155.00","3335.00"
"08/03/2017 04:00 - 08/03/2017 05:00","BZN|SE4","3143.00","3386.00"
"08/03/2017 05:00 - 08/03/2017 06:00","BZN|SE4","3346.00","3554.00"
"08/03/2017 06:00 - 08/03/2017 07:00","BZN|SE4","3789.00","3908.00"
"08/03/2017 07:00 - 08/03/2017 08:00","BZN|SE4","4113.00","4219.00"
"08/03/2017 08:00 - 08/03/2017 09:00","BZN|SE4","4169.00","4303.00"
