"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"23/11/2017 21:00 - 23/11/2017 22:00","BZN|SE4","3006.00","3075.00"
"23/11/2017 22:00 - 23/11/2017 23:00","BZN|SE4","2835.00","2857.00"
"23/11/2017 23:00 - 24/11/2017 00:00","BZN|SE4","2621.00","2627.00"
"24/11/2017 00:00 - 24/11/2017 01:00","BZN|SE4","2398.00","2537.00"
"24/11/2017 01:00 - 24/11/2017 02:00","BZN|SE4","2352.00","2488.00"
"24/11/2017 02:00 - 24/11/2017 03:00","BZN|SE4","2386.00","2465.00"
"24/11/2017 03:00 - 24/11/2017 04:00","BZN|SE4","2372.00","2477.00"
"24/11/2017 04:00 - 24/11/2017 05:00","BZN|SE4","2400.00","2516.00"
"24/11/2017 05:00 - 24/11/2017 06:00","BZN|SE4","2696.00","2665.00"
"24/11/2017 06:00 - 24/11/2017 07:00","BZN|SE4","3150.00","3053.00"
"24/11/2017 07:00 - 24/11/2017 08:00","BZN|SE4","3487.00","3444.00"
"24/11/2017 08:00 - 24/11/2017 09:00","BZN|SE4","3558.00","3540.00"
"24/11/2017 09:00 - 24/11/2017 10:00","BZN|SE4","3587.00","3546.00"
"24/11/2017 10:00 - 24/11/2017 11:00","BZN|SE4","3648.00","3587.00"
"24/11/2017 11:00 - 24/11/2017 12:00","BZN|SE4","3570.00","3569.00"
"24/11/2017 12:00 - 24/11/2017 13:00","BZN|SE4","3480.00","3520.00"
"24/11/2017 13:00 - 24/11/2017 14:00","BZN|SE4","3476.00","3487.00"
"24/11/2017 14:00 - 24/11/2017 15:00","BZN|SE4","3425.00","3434.00"
"24/11/2017 15:00 - 24/11/2017 16:00","BZN|SE4","3435.00","3449.00"
"24/11/2017 16:00 - 24/11/2017 17:00","BZN|SE4","3490.00","3523.00"
"24/11/2017 17:00 - 24/11/2017 18:00","BZN|SE4","3484.00","3548.00"
"24/11/2017 18:00 - 24/11/2017 19:00","BZN|SE4","3366.00","3469.00"
"24/11/2017 19:00 - 24/11/2017 20:00","BZN|SE4","3179.00","3327.00"
"24/11/2017 20:00 - 24/11/2017 21:00","BZN|SE4","3028.00","3174.00"
"24/11/2017 21:00 - 24/11/2017 22:00","BZN|SE4","2858.00","3021.00"
"24/11/2017 22:00 - 24/11/2017 23:00","BZN|SE4","2776.00","2879.00"
"24/11/2017 23:00 - 25/11/2017 00:00","BZN|SE4","2653.00","2740.00"
"25/11/2017 00:00 - 25/11/2017 01:00","BZN|SE4","2620.00","2588.00"
"25/11/2017 01:00 - 25/11/2017 02:00","BZN|SE4","2524.00","2527.00"
"25/11/2017 02:00 - 25/11/2017 03:00","BZN|SE4","2477.00","2500.00"
"25/11/2017 03:00 - 25/11/2017 04:00","BZN|SE4","2485.00","2505.00"
"25/11/2017 04:00 - 25/11/2017 05:00","BZN|SE4","2550.00","2500.00"
"25/11/2017 05:00 - 25/11/2017 06:00","BZN|SE4","2653.00","2548.00"
"25/11/2017 06:00 - 25/11/2017 07:00","BZN|SE4","2829.00","2653.00"
"25/11/2017 07:00 - 25/11/2017 08:00","BZN|SE4","3019.00","2798.00"
"25/11/2017 08:00 - 25/11/2017 09:00","BZN|SE4","3154.00","2931.00"
"25/11/2017 09:00 - 25/11/2017 10:00","BZN|SE4","3232.00","3057.00"
"25/11/2017 10:00 - 25/11/2017 11:00","BZN|SE4","3300.00","3133.00"
"25/11/2017 11:00 - 25/11/2017 12:00","BZN|SE4","3325.00","3150.00"
"25/11/2017 12:00 - 25/11/2017 13:00","BZN|SE4","3281.00","3132.00"
"25/11/2017 13:00 - 25/11/2017 14:00","BZN|SE4","3221.00","3100.00"
"25/11/2017 14:00 - 25/11/2017 15:00","BZN|SE4","3203.00","3070.00"
"25/11/2017 15:00 - 25/11/2017 16:00","BZN|SE4","3256.00","3131.00"
"25/11/2017 16:00 - 25/11/2017 17:00","BZN|SE4","3389.00","3281.00"
"25/11/2017 17:00 - 25/11/2017 18:00","BZN|SE4","3439.00","3352.00"
"25/11/2017 18:00 - 25/11/2017 19:00","BZN|SE4","3354.00","3311.00"
"25/11/2017 19:00 - 25/11/2017 20:00","BZN|SE4","3216.00","3212.00"
"25/11/2017 20:00 - 25/11/2017 21:00","BZN|SE4","3080.00","3079.00"
"25/11/2017 21:00 - 25/11/2017 22:00","BZN|SE4","2929.00","2963.00"
"25/11/2017 22:00 - 25/11/2017 23:00","BZN|SE4","2791.00","2828.00"
"25/11/2017 23:00 - 26/11/2017 00:00","BZN|SE4","2649.00","2725.00"
"26/11/2017 00:00 - 26/11/2017 01:00","BZN|SE4","2547.00","2618.00"
"26/11/2017 01:00 - 26/11/2017 02:00","BZN|SE4","2463.00","2546.00"
"26/11/2017 02:00 - 26/11/2017 03:00","BZN|SE4","2413.00","2507.00"
"26/11/2017 03:00 - 26/11/2017 04:00","BZN|SE4","2447.00","2484.00"
"26/11/2017 04:00 - 26/11/2017 05:00","BZN|SE4","2495.00","2486.00"
"26/11/2017 05:00 - 26/11/2017 06:00","BZN|SE4","2555.00","2523.00"
"26/11/2017 06:00 - 26/11/2017 07:00","BZN|SE4","2672.00","2610.00"
"26/11/2017 07:00 - 26/11/2017 08:00","BZN|SE4","2750.00","2710.00"
"26/11/2017 08:00 - 26/11/2017 09:00","BZN|SE4","2786.00","2816.00"
"26/11/2017 09:00 - 26/11/2017 10:00","BZN|SE4","2930.00","2942.00"
"26/11/2017 10:00 - 26/11/2017 11:00","BZN|SE4","3037.00","3037.00"
"26/11/2017 11:00 - 26/11/2017 12:00","BZN|SE4","3184.00","3100.00"
"26/11/2017 12:00 - 26/11/2017 13:00","BZN|SE4","3290.00","3113.00"
"26/11/2017 13:00 - 26/11/2017 14:00","BZN|SE4","3278.00","3084.00"
"26/11/2017 14:00 - 26/11/2017 15:00","BZN|SE4","3254.00","3050.00"
"26/11/2017 15:00 - 26/11/2017 16:00","BZN|SE4","3277.00","3112.00"
"26/11/2017 16:00 - 26/11/2017 17:00","BZN|SE4","3445.00","3253.00"
"26/11/2017 17:00 - 26/11/2017 18:00","BZN|SE4","3460.00","3325.00"
"26/11/2017 18:00 - 26/11/2017 19:00","BZN|SE4","3402.00","3305.00"
"26/11/2017 19:00 - 26/11/2017 20:00","BZN|SE4","3266.00","3229.00"
"26/11/2017 20:00 - 26/11/2017 21:00","BZN|SE4","3106.00","3113.00"
"26/11/2017 21:00 - 26/11/2017 22:00","BZN|SE4","2888.00","2973.00"
"26/11/2017 22:00 - 26/11/2017 23:00","BZN|SE4","2698.00","2818.00"
"26/11/2017 23:00 - 27/11/2017 00:00","BZN|SE4","2577.00","2662.00"
"27/11/2017 00:00 - 27/11/2017 01:00","BZN|SE4","2486.00","2529.00"
"27/11/2017 01:00 - 27/11/2017 02:00","BZN|SE4","2453.00","2479.00"
"27/11/2017 02:00 - 27/11/2017 03:00","BZN|SE4","2412.00","2462.00"
"27/11/2017 03:00 - 27/11/2017 04:00","BZN|SE4","2388.00","2472.00"
"27/11/2017 04:00 - 27/11/2017 05:00","BZN|SE4","2479.00","2526.00"
"27/11/2017 05:00 - 27/11/2017 06:00","BZN|SE4","2623.00","2697.00"
"27/11/2017 06:00 - 27/11/2017 07:00","BZN|SE4","3108.00","3107.00"
"27/11/2017 07:00 - 27/11/2017 08:00","BZN|SE4","3514.00","3526.00"
"27/11/2017 08:00 - 27/11/2017 09:00","BZN|SE4","3548.00","3645.00"
"27/11/2017 09:00 - 27/11/2017 10:00","BZN|SE4","3531.00","3642.00"
"27/11/2017 10:00 - 27/11/2017 11:00","BZN|SE4","3550.00","3650.00"
"27/11/2017 11:00 - 27/11/2017 12:00","BZN|SE4","3631.00","3655.00"
"27/11/2017 12:00 - 27/11/2017 13:00","BZN|SE4","3588.00","3645.00"
"27/11/2017 13:00 - 27/11/2017 14:00","BZN|SE4","3632.00","3645.00"
"27/11/2017 14:00 - 27/11/2017 15:00","BZN|SE4","3691.00","3654.00"
"27/11/2017 15:00 - 27/11/2017 16:00","BZN|SE4","3762.00","3698.00"
"27/11/2017 16:00 - 27/11/2017 17:00","BZN|SE4","3790.00","3762.00"
"27/11/2017 17:00 - 27/11/2017 18:00","BZN|SE4","3800.00","3780.00"
"27/11/2017 18:00 - 27/11/2017 19:00","BZN|SE4","3705.00","3707.00"
"27/11/2017 19:00 - 27/11/2017 20:00","BZN|SE4","3566.00","3600.00"
"27/11/2017 20:00 - 27/11/2017 21:00","BZN|SE4","3471.00","3462.00"
"27/11/2017 21:00 - 27/11/2017 22:00","BZN|SE4","3281.00","3277.00"
"27/11/2017 22:00 - 27/11/2017 23:00","BZN|SE4","3054.00","3062.00"
"27/11/2017 23:00 - 28/11/2017 00:00","BZN|SE4","2872.00","2845.00"
"28/11/2017 00:00 - 28/11/2017 01:00","BZN|SE4","2756.00","2684.00"
"28/11/2017 01:00 - 28/11/2017 02:00","BZN|SE4","2673.00","2608.00"
"28/11/2017 02:00 - 28/11/2017 03:00","BZN|SE4","2558.00","2569.00"
"28/11/2017 03:00 - 28/11/2017 04:00","BZN|SE4","2566.00","2564.00"
"28/11/2017 04:00 - 28/11/2017 05:00","BZN|SE4","2581.00","2593.00"
"28/11/2017 05:00 - 28/11/2017 06:00","BZN|SE4","2735.00","2738.00"
"28/11/2017 06:00 - 28/11/2017 07:00","BZN|SE4","3183.00","3112.00"
"28/11/2017 07:00 - 28/11/2017 08:00","BZN|SE4","3591.00","3511.00"
"28/11/2017 08:00 - 28/11/2017 09:00","BZN|SE4","3668.00","3618.00"
"28/11/2017 09:00 - 28/11/2017 10:00","BZN|SE4","3687.00","3610.00"
"28/11/2017 10:00 - 28/11/2017 11:00","BZN|SE4","3668.00","3647.00"
"28/11/2017 11:00 - 28/11/2017 12:00","BZN|SE4","3664.00","3666.00"
"28/11/2017 12:00 - 28/11/2017 13:00","BZN|SE4","3677.00","3643.00"
"28/11/2017 13:00 - 28/11/2017 14:00","BZN|SE4","3703.00","3626.00"
"28/11/2017 14:00 - 28/11/2017 15:00","BZN|SE4","3654.00","3601.00"
"28/11/2017 15:00 - 28/11/2017 16:00","BZN|SE4","3695.00","3674.00"
"28/11/2017 16:00 - 28/11/2017 17:00","BZN|SE4","3742.00","3745.00"
"28/11/2017 17:00 - 28/11/2017 18:00","BZN|SE4","3744.00","3756.00"
"28/11/2017 18:00 - 28/11/2017 19:00","BZN|SE4","3652.00","3697.00"
"28/11/2017 19:00 - 28/11/2017 20:00","BZN|SE4","3553.00","3592.00"
"28/11/2017 20:00 - 28/11/2017 21:00","BZN|SE4","3418.00","3450.00"
"28/11/2017 21:00 - 28/11/2017 22:00","BZN|SE4","3306.00","3270.00"
"28/11/2017 22:00 - 28/11/2017 23:00","BZN|SE4","3123.00","3070.00"
"28/11/2017 23:00 - 29/11/2017 00:00","BZN|SE4","2916.00","2861.00"
"29/11/2017 00:00 - 29/11/2017 01:00","BZN|SE4","2820.00","2659.00"
"29/11/2017 01:00 - 29/11/2017 02:00","BZN|SE4","2771.00","2592.00"
"29/11/2017 02:00 - 29/11/2017 03:00","BZN|SE4","2773.00","2559.00"
"29/11/2017 03:00 - 29/11/2017 04:00","BZN|SE4","2777.00","2556.00"
"29/11/2017 04:00 - 29/11/2017 05:00","BZN|SE4","2815.00","2592.00"
"29/11/2017 05:00 - 29/11/2017 06:00","BZN|SE4","2988.00","2742.00"
"29/11/2017 06:00 - 29/11/2017 07:00","BZN|SE4","3375.00","3111.00"
"29/11/2017 07:00 - 29/11/2017 08:00","BZN|SE4","3767.00","3602.00"
"29/11/2017 08:00 - 29/11/2017 09:00","BZN|SE4","3827.00","3703.00"
"29/11/2017 09:00 - 29/11/2017 10:00","BZN|SE4","3829.00","3598.00"
"29/11/2017 10:00 - 29/11/2017 11:00","BZN|SE4","3848.00","3639.00"
"29/11/2017 11:00 - 29/11/2017 12:00","BZN|SE4","3814.00","3659.00"
"29/11/2017 12:00 - 29/11/2017 13:00","BZN|SE4","3738.00","3625.00"
"29/11/2017 13:00 - 29/11/2017 14:00","BZN|SE4","3744.00","3626.00"
"29/11/2017 14:00 - 29/11/2017 15:00","BZN|SE4","3754.00","3623.00"
"29/11/2017 15:00 - 29/11/2017 16:00","BZN|SE4","3833.00","3696.00"
"29/11/2017 16:00 - 29/11/2017 17:00","BZN|SE4","3889.00","3774.00"
"29/11/2017 17:00 - 29/11/2017 18:00","BZN|SE4","3898.00","3796.00"
"29/11/2017 18:00 - 29/11/2017 19:00","BZN|SE4","3841.00","3741.00"
"29/11/2017 19:00 - 29/11/2017 20:00","BZN|SE4","3765.00","3639.00"
"29/11/2017 20:00 - 29/11/2017 21:00","BZN|SE4","3656.00","3514.00"
"29/11/2017 21:00 - 29/11/2017 22:00","BZN|SE4","3503.00","3348.00"
"29/11/2017 22:00 - 29/11/2017 23:00","BZN|SE4","3320.00","3149.00"
"29/11/2017 23:00 - 30/11/2017 00:00","BZN|SE4","3131.00","2936.00"
"30/11/2017 00:00 - 30/11/2017 01:00","BZN|SE4","3015.00","2786.00"
"30/11/2017 01:00 - 30/11/2017 02:00","BZN|SE4","2974.00","2724.00"
"30/11/2017 02:00 - 30/11/2017 03:00","BZN|SE4","2950.00","2696.00"
"30/11/2017 03:00 - 30/11/2017 04:00","BZN|SE4","2968.00","2693.00"
"30/11/2017 04:00 - 30/11/2017 05:00","BZN|SE4","2994.00","2734.00"
"30/11/2017 05:00 - 30/11/2017 06:00","BZN|SE4","3160.00","2887.00"
"30/11/2017 06:00 - 30/11/2017 07:00","BZN|SE4","3547.00","3453.00"
"30/11/2017 07:00 - 30/11/2017 08:00","BZN|SE4","3890.00","3840.00"
"30/11/2017 08:00 - 30/11/2017 09:00","BZN|SE4","3921.00","3747.00"
"30/11/2017 09:00 - 30/11/2017 10:00","BZN|SE4","3906.00","3739.00"
"30/11/2017 10:00 - 30/11/2017 11:00","BZN|SE4","3924.00","3771.00"
"30/11/2017 11:00 - 30/11/2017 12:00","BZN|SE4","3919.00","3781.00"
"30/11/2017 12:00 - 30/11/2017 13:00","BZN|SE4","3877.00","3748.00"
"30/11/2017 13:00 - 30/11/2017 14:00","BZN|SE4","3846.00","3744.00"
"30/11/2017 14:00 - 30/11/2017 15:00","BZN|SE4","3831.00","3731.00"
"30/11/2017 15:00 - 30/11/2017 16:00","BZN|SE4","3894.00","3776.00"
"30/11/2017 16:00 - 30/11/2017 17:00","BZN|SE4","3953.00","4029.00"
"30/11/2017 17:00 - 30/11/2017 18:00","BZN|SE4","3998.00","4050.00"
"30/11/2017 18:00 - 30/11/2017 19:00","BZN|SE4","3923.00","3783.00"
"30/11/2017 19:00 - 30/11/2017 20:00","BZN|SE4","3850.00","3681.00"
"30/11/2017 20:00 - 30/11/2017 21:00","BZN|SE4","3749.00","3544.00"
"30/11/2017 21:00 - 30/11/2017 22:00","BZN|SE4","3581.00","3371.00"
"30/11/2017 22:00 - 30/11/2017 23:00","BZN|SE4","3370.00","3169.00"
"30/11/2017 23:00 - 01/12/2017 00:00","BZN|SE4","3140.00","2955.00"
"01/12/2017 00:00 - 01/12/2017 01:00","BZN|SE4","2996.00","3036.00"
"01/12/2017 01:00 - 01/12/2017 02:00","BZN|SE4","2951.00","2970.00"
"01/12/2017 02:00 - 01/12/2017 03:00","BZN|SE4","2952.00","2939.00"
"01/12/2017 03:00 - 01/12/2017 04:00","BZN|SE4","2922.00","2933.00"
"01/12/2017 04:00 - 01/12/2017 05:00","BZN|SE4","2950.00","2966.00"
"01/12/2017 05:00 - 01/12/2017 06:00","BZN|SE4","3082.00","3114.00"
"01/12/2017 06:00 - 01/12/2017 07:00","BZN|SE4","3542.00","3478.00"
"01/12/2017 07:00 - 01/12/2017 08:00","BZN|SE4","3927.00","3857.00"
"01/12/2017 08:00 - 01/12/2017 09:00","BZN|SE4","3963.00","3970.00"
"01/12/2017 09:00 - 01/12/2017 10:00","BZN|SE4","3930.00","3972.00"
"01/12/2017 10:00 - 01/12/2017 11:00","BZN|SE4","3921.00","4006.00"
"01/12/2017 11:00 - 01/12/2017 12:00","BZN|SE4","3902.00","4009.00"
"01/12/2017 12:00 - 01/12/2017 13:00","BZN|SE4","3825.00","3937.00"
"01/12/2017 13:00 - 01/12/2017 14:00","BZN|SE4","3789.00","3897.00"
"01/12/2017 14:00 - 01/12/2017 15:00","BZN|SE4","3707.00","3856.00"
"01/12/2017 15:00 - 01/12/2017 16:00","BZN|SE4","3768.00","3875.00"
"01/12/2017 16:00 - 01/12/2017 17:00","BZN|SE4","3941.00","3945.00"
"01/12/2017 17:00 - 01/12/2017 18:00","BZN|SE4","3915.00","3970.00"
"01/12/2017 18:00 - 01/12/2017 19:00","BZN|SE4","3769.00","3889.00"
"01/12/2017 19:00 - 01/12/2017 20:00","BZN|SE4","3657.00","3763.00"
"01/12/2017 20:00 - 01/12/2017 21:00","BZN|SE4","3526.00","3621.00"
"01/12/2017 21:00 - 01/12/2017 22:00","BZN|SE4","3391.00","3474.00"
"01/12/2017 22:00 - 01/12/2017 23:00","BZN|SE4","3254.00","3317.00"
"01/12/2017 23:00 - 02/12/2017 00:00","BZN|SE4","3085.00","3176.00"
"02/12/2017 00:00 - 02/12/2017 01:00","BZN|SE4","2966.00","2886.00"
"02/12/2017 01:00 - 02/12/2017 02:00","BZN|SE4","2935.00","2819.00"
"02/12/2017 02:00 - 02/12/2017 03:00","BZN|SE4","2906.00","2794.00"
"02/12/2017 03:00 - 02/12/2017 04:00","BZN|SE4","2866.00","2799.00"
"02/12/2017 04:00 - 02/12/2017 05:00","BZN|SE4","2868.00","2810.00"
"02/12/2017 05:00 - 02/12/2017 06:00","BZN|SE4","2977.00","2850.00"
"02/12/2017 06:00 - 02/12/2017 07:00","BZN|SE4","3074.00","2953.00"
"02/12/2017 07:00 - 02/12/2017 08:00","BZN|SE4","3218.00","3092.00"
"02/12/2017 08:00 - 02/12/2017 09:00","BZN|SE4","3328.00","3212.00"
"02/12/2017 09:00 - 02/12/2017 10:00","BZN|SE4","3423.00","3323.00"
"02/12/2017 10:00 - 02/12/2017 11:00","BZN|SE4","3461.00","3371.00"
"02/12/2017 11:00 - 02/12/2017 12:00","BZN|SE4","3440.00","3356.00"
"02/12/2017 12:00 - 02/12/2017 13:00","BZN|SE4","3415.00","3312.00"
"02/12/2017 13:00 - 02/12/2017 14:00","BZN|SE4","3377.00","3285.00"
"02/12/2017 14:00 - 02/12/2017 15:00","BZN|SE4","3342.00","3260.00"
"02/12/2017 15:00 - 02/12/2017 16:00","BZN|SE4","3367.00","3314.00"
"02/12/2017 16:00 - 02/12/2017 17:00","BZN|SE4","3526.00","3435.00"
"02/12/2017 17:00 - 02/12/2017 18:00","BZN|SE4","3546.00","3459.00"
"02/12/2017 18:00 - 02/12/2017 19:00","BZN|SE4","3437.00","3396.00"
"02/12/2017 19:00 - 02/12/2017 20:00","BZN|SE4","3316.00","3274.00"
"02/12/2017 20:00 - 02/12/2017 21:00","BZN|SE4","3190.00","3143.00"
"02/12/2017 21:00 - 02/12/2017 22:00","BZN|SE4","3060.00","3000.00"
"02/12/2017 22:00 - 02/12/2017 23:00","BZN|SE4","2927.00","2866.00"
"02/12/2017 23:00 - 03/12/2017 00:00","BZN|SE4","2762.00","2734.00"
"03/12/2017 00:00 - 03/12/2017 01:00","BZN|SE4","2667.00","2709.00"
"03/12/2017 01:00 - 03/12/2017 02:00","BZN|SE4","2661.00","2637.00"
"03/12/2017 02:00 - 03/12/2017 03:00","BZN|SE4","2592.00","2602.00"
"03/12/2017 03:00 - 03/12/2017 04:00","BZN|SE4","2605.00","2584.00"
"03/12/2017 04:00 - 03/12/2017 05:00","BZN|SE4","2650.00","2604.00"
"03/12/2017 05:00 - 03/12/2017 06:00","BZN|SE4","2701.00","2638.00"
"03/12/2017 06:00 - 03/12/2017 07:00","BZN|SE4","2774.00","2716.00"
"03/12/2017 07:00 - 03/12/2017 08:00","BZN|SE4","2877.00","2819.00"
"03/12/2017 08:00 - 03/12/2017 09:00","BZN|SE4","2978.00","2915.00"
"03/12/2017 09:00 - 03/12/2017 10:00","BZN|SE4","3101.00","3023.00"
"03/12/2017 10:00 - 03/12/2017 11:00","BZN|SE4","3210.00","3128.00"
"03/12/2017 11:00 - 03/12/2017 12:00","BZN|SE4","3269.00","3186.00"
"03/12/2017 12:00 - 03/12/2017 13:00","BZN|SE4","3266.00","3211.00"
"03/12/2017 13:00 - 03/12/2017 14:00","BZN|SE4","3258.00","3208.00"
"03/12/2017 14:00 - 03/12/2017 15:00","BZN|SE4","3260.00","3169.00"
"03/12/2017 15:00 - 03/12/2017 16:00","BZN|SE4","3300.00","3208.00"
"03/12/2017 16:00 - 03/12/2017 17:00","BZN|SE4","3430.00","3366.00"
"03/12/2017 17:00 - 03/12/2017 18:00","BZN|SE4","3469.00","3432.00"
"03/12/2017 18:00 - 03/12/2017 19:00","BZN|SE4","3409.00","3419.00"
"03/12/2017 19:00 - 03/12/2017 20:00","BZN|SE4","3393.00","3367.00"
"03/12/2017 20:00 - 03/12/2017 21:00","BZN|SE4","3325.00","3287.00"
"03/12/2017 21:00 - 03/12/2017 22:00","BZN|SE4","3153.00","3179.00"
"03/12/2017 22:00 - 03/12/2017 23:00","BZN|SE4","2956.00","3043.00"
"03/12/2017 23:00 - 04/12/2017 00:00","BZN|SE4","2750.00","2904.00"
"04/12/2017 00:00 - 04/12/2017 01:00","BZN|SE4","2731.00","2847.00"
"04/12/2017 01:00 - 04/12/2017 02:00","BZN|SE4","2688.00","2813.00"
"04/12/2017 02:00 - 04/12/2017 03:00","BZN|SE4","2669.00","2810.00"
"04/12/2017 03:00 - 04/12/2017 04:00","BZN|SE4","2697.00","2819.00"
"04/12/2017 04:00 - 04/12/2017 05:00","BZN|SE4","2723.00","2877.00"
"04/12/2017 05:00 - 04/12/2017 06:00","BZN|SE4","2943.00","3042.00"
"04/12/2017 06:00 - 04/12/2017 07:00","BZN|SE4","3480.00","3424.00"
"04/12/2017 07:00 - 04/12/2017 08:00","BZN|SE4","3895.00","3827.00"
"04/12/2017 08:00 - 04/12/2017 09:00","BZN|SE4","3927.00","3949.00"
"04/12/2017 09:00 - 04/12/2017 10:00","BZN|SE4","3917.00","3945.00"
"04/12/2017 10:00 - 04/12/2017 11:00","BZN|SE4","3890.00","3946.00"
"04/12/2017 11:00 - 04/12/2017 12:00","BZN|SE4","3835.00","3911.00"
"04/12/2017 12:00 - 04/12/2017 13:00","BZN|SE4","3768.00","3817.00"
"04/12/2017 13:00 - 04/12/2017 14:00","BZN|SE4","3747.00","3785.00"
"04/12/2017 14:00 - 04/12/2017 15:00","BZN|SE4","3704.00","3785.00"
"04/12/2017 15:00 - 04/12/2017 16:00","BZN|SE4","3782.00","3880.00"
"04/12/2017 16:00 - 04/12/2017 17:00","BZN|SE4","3903.00","4007.00"
"04/12/2017 17:00 - 04/12/2017 18:00","BZN|SE4","3972.00","4063.00"
"04/12/2017 18:00 - 04/12/2017 19:00","BZN|SE4","3880.00","4011.00"
"04/12/2017 19:00 - 04/12/2017 20:00","BZN|SE4","3713.00","3923.00"
"04/12/2017 20:00 - 04/12/2017 21:00","BZN|SE4","3634.00","3800.00"
"04/12/2017 21:00 - 04/12/2017 22:00","BZN|SE4","3570.00","3630.00"
"04/12/2017 22:00 - 04/12/2017 23:00","BZN|SE4","3326.00","3435.00"
"04/12/2017 23:00 - 05/12/2017 00:00","BZN|SE4","3052.00","3224.00"
"05/12/2017 00:00 - 05/12/2017 01:00","BZN|SE4","2851.00","3094.00"
"05/12/2017 01:00 - 05/12/2017 02:00","BZN|SE4","2798.00","3016.00"
"05/12/2017 02:00 - 05/12/2017 03:00","BZN|SE4","2764.00","2981.00"
"05/12/2017 03:00 - 05/12/2017 04:00","BZN|SE4","2750.00","2976.00"
"05/12/2017 04:00 - 05/12/2017 05:00","BZN|SE4","2757.00","2984.00"
"05/12/2017 05:00 - 05/12/2017 06:00","BZN|SE4","2914.00","3200.00"
"05/12/2017 06:00 - 05/12/2017 07:00","BZN|SE4","3307.00","3523.00"
"05/12/2017 07:00 - 05/12/2017 08:00","BZN|SE4","3689.00","3860.00"
"05/12/2017 08:00 - 05/12/2017 09:00","BZN|SE4","3747.00","3933.00"
"05/12/2017 09:00 - 05/12/2017 10:00","BZN|SE4","3629.00","3888.00"
"05/12/2017 10:00 - 05/12/2017 11:00","BZN|SE4","3671.00","3901.00"
"05/12/2017 11:00 - 05/12/2017 12:00","BZN|SE4","3643.00","3891.00"
"05/12/2017 12:00 - 05/12/2017 13:00","BZN|SE4","3621.00","3848.00"
"05/12/2017 13:00 - 05/12/2017 14:00","BZN|SE4","3655.00","3823.00"
"05/12/2017 14:00 - 05/12/2017 15:00","BZN|SE4","3611.00","3768.00"
"05/12/2017 15:00 - 05/12/2017 16:00","BZN|SE4","3700.00","3832.00"
"05/12/2017 16:00 - 05/12/2017 17:00","BZN|SE4","3714.00","3866.00"
"05/12/2017 17:00 - 05/12/2017 18:00","BZN|SE4","3770.00","3856.00"
"05/12/2017 18:00 - 05/12/2017 19:00","BZN|SE4","3627.00","3779.00"
"05/12/2017 19:00 - 05/12/2017 20:00","BZN|SE4","3556.00","3671.00"
"05/12/2017 20:00 - 05/12/2017 21:00","BZN|SE4","3418.00","3545.00"
"05/12/2017 21:00 - 05/12/2017 22:00","BZN|SE4","3314.00","3381.00"
"05/12/2017 22:00 - 05/12/2017 23:00","BZN|SE4","3126.00","3093.00"
"05/12/2017 23:00 - 06/12/2017 00:00","BZN|SE4","2916.00","2888.00"
"06/12/2017 00:00 - 06/12/2017 01:00","BZN|SE4","2749.00","2670.00"
"06/12/2017 01:00 - 06/12/2017 02:00","BZN|SE4","2668.00","2595.00"
"06/12/2017 02:00 - 06/12/2017 03:00","BZN|SE4","2624.00","2564.00"
"06/12/2017 03:00 - 06/12/2017 04:00","BZN|SE4","2593.00","2564.00"
"06/12/2017 04:00 - 06/12/2017 05:00","BZN|SE4","2608.00","2597.00"
"06/12/2017 05:00 - 06/12/2017 06:00","BZN|SE4","2795.00","2837.00"
"06/12/2017 06:00 - 06/12/2017 07:00","BZN|SE4","3211.00","3191.00"
"06/12/2017 07:00 - 06/12/2017 08:00","BZN|SE4","3668.00","3545.00"
"06/12/2017 08:00 - 06/12/2017 09:00","BZN|SE4","3747.00","3646.00"
"06/12/2017 09:00 - 06/12/2017 10:00","BZN|SE4","3754.00","3640.00"
"06/12/2017 10:00 - 06/12/2017 11:00","BZN|SE4","3786.00","3678.00"
"06/12/2017 11:00 - 06/12/2017 12:00","BZN|SE4","3774.00","3693.00"
"06/12/2017 12:00 - 06/12/2017 13:00","BZN|SE4","3620.00","3685.00"
"06/12/2017 13:00 - 06/12/2017 14:00","BZN|SE4","3600.00","3671.00"
"06/12/2017 14:00 - 06/12/2017 15:00","BZN|SE4","3551.00","3654.00"
"06/12/2017 15:00 - 06/12/2017 16:00","BZN|SE4","3614.00","3689.00"
"06/12/2017 16:00 - 06/12/2017 17:00","BZN|SE4","3596.00","3719.00"
"06/12/2017 17:00 - 06/12/2017 18:00","BZN|SE4","3638.00","3718.00"
"06/12/2017 18:00 - 06/12/2017 19:00","BZN|SE4","3506.00","3647.00"
"06/12/2017 19:00 - 06/12/2017 20:00","BZN|SE4","3364.00","3552.00"
"06/12/2017 20:00 - 06/12/2017 21:00","BZN|SE4","3254.00","3419.00"
"06/12/2017 21:00 - 06/12/2017 22:00","BZN|SE4","3041.00","3247.00"
"06/12/2017 22:00 - 06/12/2017 23:00","BZN|SE4","2903.00","2953.00"
"06/12/2017 23:00 - 07/12/2017 00:00","BZN|SE4","2644.00","2744.00"
"07/12/2017 00:00 - 07/12/2017 01:00","BZN|SE4","2542.00","2601.00"
"07/12/2017 01:00 - 07/12/2017 02:00","BZN|SE4","2465.00","2535.00"
