utc_time,Denmark,Sweden,Finland,Norway
2015-03-05T00:00:00Z,376.5127828782396,702.643030585924,437.168045723891,407.53295773983587
2015-03-05T01:00:00Z,258.3934960559902,482.21042527309646,300.02003872227556,279.68204665839596
2015-03-05T02:00:00Z,201.46862835378974,375.97801198764415,233.9247179307108,218.0672469528336
2015-03-05T03:00:00Z,192.95403717506113,360.0881978243975,224.03844751702758,208.85115473815057
2015-03-05T04:00:00Z,243.84369199242053,455.05777897114046,283.1262977992927,263.93351180326147
2015-03-05T05:00:00Z,467.110111010758,871.7145312011003,542.3603756754279,505.59442809663824
2015-03-05T06:00:00Z,963.2868930635697,1797.672888266242,1118.4699900301257,1042.6502751944204
2015-03-05T07:00:00Z,1599.1969783251834,2984.3996338303355,1856.823591479654,1730.9517876215948
2015-03-05T08:00:00Z,1993.424175596577,3720.101063440884,2314.559799225026,2157.658616795713
2015-03-05T09:00:00Z,2018.7323530342298,3767.3308396983066,2343.9450604283093,2185.051887025018
2015-03-05T10:00:00Z,1795.052511405868,3349.9025638207304,2084.2309585989346,1942.9434870160237
2015-03-05T11:00:00Z,1652.0838002762835,3083.0963010980618,1918.2303475004364,1788.1958546368758
2015-03-05T12:00:00Z,1620.7372170562348,3024.5977341599723,1881.8339085225286,1754.266685812784
2015-03-05T13:00:00Z,1670.5558420268949,3117.568573984894,1939.678188742141,1808.1897729112386
2015-03-05T14:00:00Z,1760.6371165183375,3285.6770223192466,2044.2713301082779,1905.692672945163
2015-03-05T15:00:00Z,1901.1702814963328,3547.938101964723,2207.4440346926303,2057.804099139539
2015-03-05T16:00:00Z,2084.0518595843523,3889.229213739959,2419.787375283793,2255.752943969176
2015-03-05T17:00:00Z,2218.6702267041564,4140.4521781304575,2576.0924229435905,2401.4622633156655
2015-03-05T18:00:00Z,2167.3358512811737,4044.652665442718,2516.4882086840726,2345.8985459567766
2015-03-05T19:00:00Z,1834.6436822713938,3423.787068003406,2130.2001675668007,1985.7964994419758
2015-03-05T20:00:00Z,1394.1932767628361,2601.8245163377574,1618.7943089329372,1509.0582194758995
2015-03-05T21:00:00Z,994.8467903471883,1856.5695390062874,1155.1141074310165,1076.8103326236467
2015-03-05T22:00:00Z,737.6951161002445,1376.6765846904473,856.5359448895389,798.4724191204594
2015-03-05T23:00:00Z,549.2105000787286,1024.9291597882468,637.6869310386832,594.4589126771831
2015-03-06T00:00:00Z,395.68097564841077,738.4144510299512,459.42418616442546,428.2803815973718
2015-03-06T01:00:00Z,269.0790379596577,502.1516381298027,312.42699456535973,291.24795011528556
2015-03-06T02:00:00Z,204.20121999584353,381.0775373159711,237.09752321712364,221.02497164326326
2015-03-06T03:00:00Z,190.08734064547676,354.7384077803004,220.7099333828152,205.74827651257422
2015-03-06T04:00:00Z,236.24793101564794,440.88267322432773,274.3068788233496,255.71195047011008
2015-03-06T05:00:00Z,450.9977150066014,841.6457970884999,523.6523131782658,488.1545623113299
2015-03-06T06:00:00Z,935.5986821515893,1746.001525934335,1086.3212779427174,1012.6808850419143
2015-03-06T07:00:00Z,1565.0392620684597,2920.6549686823264,1817.1631529994759,1693.9798818357494
2015-03-06T08:00:00Z,1966.4746908997556,3669.808301916696,2283.268820289032,2128.488815111684
2015-03-06T09:00:00Z,2008.2459538948656,3747.761264357755,2331.7693287482534,2173.701533327498
2015-03-06T10:00:00Z,1812.0140061809293,3381.5558745022713,2103.9249075445337,1961.3024072113171
2015-03-06T11:00:00Z,1689.0405791442545,3152.0645387923514,1961.1407705422632,1828.1974324995638
2015-03-06T12:00:00Z,1673.950351234719,3123.903360864915,1943.6195448502444,1811.8639493016506
2015-03-06T13:00:00Z,1741.6913236723715,3250.320641586623,2022.2734176606705,1885.1859721202413
2015-03-06T14:00:00Z,1834.867570775061,3424.2048856815404,2130.4601239455988,1986.0388336952935
2015-03-06T15:00:00Z,1974.9205119290953,3685.5697781632034,2293.075241855134,2137.630471334658
2015-03-06T16:00:00Z,2156.4699771760393,4024.3749190861863,2503.871869575183,2334.137453069988
2015-03-06T17:00:00Z,2290.549051838631,4274.591463233497,2659.5507461185816,2479.263048675428
2015-03-06T18:00:00Z,2232.849965811736,4166.9142142486035,2592.5564823764403,2416.8102442641903
2015-03-06T19:00:00Z,1906.9376792249388,3558.7011411041744,2214.140545697258,2064.046661840421
2015-03-06T20:00:00Z,1462.3320998337408,2728.9842604959836,1697.9101251135173,1582.8108710876706
2015-03-06T21:00:00Z,1058.6098090440098,1975.563216601904,1229.1491881527243,1145.8266656291044
2015-03-06T22:00:00Z,787.2739664107579,1469.1999603082431,914.1018233539992,852.1359769787812
2015-03-06T23:00:00Z,587.710278207824,1096.7769217014497,682.3889266438177,636.1306145868408
2015-03-07T00:00:00Z,423.64659681613693,790.6035126052219,491.8949986024275,458.55003731102875
2015-03-07T01:00:00Z,287.4797304958435,536.4907600838283,333.79199241355224,311.1646408486204
